Brand,Store Number,Store Name,Ownership Type,City,State/Province,Country,Timezone,Longitude,Latitude
Starbucks,42514-96133,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.81,39.91
Starbucks,26850-245866,One Tower,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.81,39.85
Starbucks,29023-252170,GUVEN HOSPITAL,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,33.11,39.96
Starbucks,16071-168044,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.93,39.89
Starbucks,1335-139657,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.69,39.88
Starbucks,4182-147824,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.69,39.9
Starbucks,25711-242176,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.96,40.08
Starbucks,32047-111231,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.86,39.9
Starbucks,18595-192385,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.8,39.92
Starbucks,23360-229206,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.82,39.97
Starbucks,15630-163684,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.73,39.87
Starbucks,32119-116864,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.83,39.85
Starbucks,47911-260385,Iran Caddesi,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.86,39.9
Starbucks,23909-234107,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.96,39.97
Starbucks,3163-142689,Starbucks,Licensed,Ankara,6,TR,GMT+2:00 Asia/Istanbul,32.75,39.87
Starbucks,29606-254408,Memorial Hospital Ankara,Licensed,Cankaya,6,TR,GMT+2:00 Asia/Istanbul,32.82,39.9
Starbucks,28036-249565,Ankamall Outdoor,Licensed,Yenimahalle Merkez,6,TR,GMT+2:00 Asia/Istanbul,32.83,39.95
Starbucks,15372-156845,Starbucks,Licensed,Antalya,7,TR,GMT+000000 Etc/GMT+2,30.76,36.85
Starbucks,21168-210024,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,30.64,36.86
Starbucks,20785-207665,Starbucks,Licensed,Antalya,7,TR,GMT+000000 Etc/GMT+2,30.7,36.89
Starbucks,25386-240856,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,30.82,36.87
Starbucks,23347-229204,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,31.99,36.55
Starbucks,48043-261225,Novada Manavgat,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,31.44,36.78
Starbucks,15234-159046,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,32,36.54
Starbucks,32655-135773,Starbucks,Licensed,Antalya,7,TR,GMT+000000 Etc/GMT+2,30.74,36.86
Starbucks,25387-240855,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,30.82,36.87
Starbucks,1937-137296,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,30.66,36.88
Starbucks,32372-135772,Starbucks,Licensed,Antalya,7,TR,GMT+000000 Etc/GMT+2,30.71,36.88
Starbucks,32371-132206,Starbucks,Licensed,Antalya,7,TR,GMT+000000 Etc/GMT+2,30.75,36.86
Starbucks,32522-137017,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,30.79,36.92
Starbucks,20265-204549,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,30.66,36.91
Starbucks,25388-240854,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,30.62,36.85
Starbucks,25389-240853,Starbucks,Licensed,Antalya,7,TR,GMT+2:00 Asia/Istanbul,30.62,36.85
Starbucks,26271-244217,Aspendos Bulvari,Licensed,Antalya,7,TR,GMT+000000 Etc/GMT+2,30.74,36.89
Starbucks,31047-103179,Starbucks,Licensed,Aydin,9,TR,GMT+2:00 Asia/Istanbul,27.25,37.86
Starbucks,19201-198484,Starbucks,Licensed,Aydin,9,TR,GMT+2:00 Asia/Istanbul,27.26,37.86
Starbucks,18195-166125,Starbucks,Licensed,Aydin,9,TR,GMT+2:00 Asia/Istanbul,27.4,37.74
Starbucks,31216-104622,Soke,Licensed,Aydin,9,TR,GMT+2:00 Asia/Istanbul,27.43,37.77
Starbucks,24881-239326,Starbucks,Licensed,Aydin,9,TR,GMT+2:00 Asia/Istanbul,27.86,37.85
Starbucks,31864-117946,Starbucks,Licensed,Balikesir,10,TR,GMT+2:00 Asia/Istanbul,28.12,39.83
Starbucks,48721-264854,Novada Edremit,Licensed,Balikesir,10,TR,GMT+2:00 Asia/Istanbul,26.98,39.6
Starbucks,47028-256532,Akcay Yasa,Licensed,Balikesir,10,TR,GMT+2:00 Asia/Istanbul,27.61,39.67
Starbucks,31191-104368,Starbucks,Licensed,Susurluk,10,TR,GMT+2:00 Asia/Istanbul,28.14,39.84
Starbucks,48649-264125,Sarar Outlet Guney,Licensed,Bilecik,11,TR,GMT+2:00 Asia/Istanbul,30.02,39.92
Starbucks,48648-264124,Sarar Outlet Kuzey,Licensed,Bilecik,11,TR,GMT+2:00 Asia/Istanbul,30.01,39.92
Starbucks,28107-247536,Endulus Park,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,28.95,40.27
Starbucks,24793-238948,Starbucks,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,28.96,40.22
Starbucks,24792-238949,Starbucks,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,29.04,40.2
Starbucks,31019-102133,Starbucks,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,29,40.21
Starbucks,31924-116727,Starbucks,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,28.96,40.25
Starbucks,24791-238947,Starbucks,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,29.06,40.18
Starbucks,48716-264856,Bursa Balat,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,28.94,40.27
Starbucks,32365-131560,Starbucks,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,29.06,40.2
Starbucks,27402-247535,Ardic Park,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,28.91,40.23
Starbucks,19465-201885,Starbucks,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,28.98,40.22
Starbucks,31687-110807,Starbucks,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,29.03,40.2
Starbucks,20117-203437,Starbucks,Licensed,Bursa,16,TR,GMT+2:00 Asia/Istanbul,28.85,40.22
Starbucks,30769-100733,Starbucks,Licensed,Osmangazi,16,TR,GMT+2:00 Asia/Istanbul,29.06,40.19
Starbucks,47026-256533,Troy Park,Licensed,Canakkale,17,TR,GMT+2:00 Asia/Istanbul,26.41,40.13
Starbucks,47025-256534,Canakkale Kordon,Licensed,Canakkale,17,TR,GMT+2:00 Asia/Istanbul,26.41,40.16
Starbucks,47155-256538,Aquamall,Licensed,Denizli,20,TR,GMT+2:00 Asia/Istanbul,29.05,37.83
Starbucks,23809-233069,Starbucks,Licensed,Diyarbakir,21,TR,GMT+2:00 Asia/Istanbul,40.21,37.94
Starbucks,29972-256226,Ninova Park,Licensed,Diyarbakir,21,TR,GMT+2:00 Asia/Istanbul,39.9,37.9
Starbucks,18961-197186,Starbucks,Licensed,Eskisehir,26,TR,GMT+2:00 Asia/Istanbul,30.52,39.78
Starbucks,48850-265504,Visnelik,Licensed,Eskisehir,26,TR,GMT+2:00 Asia/Istanbul,30.51,39.76
Starbucks,27328-247344,Acibadem Hospital Eskisehir,Licensed,Eskisehir,26,TR,GMT+2:00 Asia/Istanbul,30.49,39.79
Starbucks,13056-155964,Starbucks,Licensed,Eskisehir,26,TR,GMT+2:00 Asia/Istanbul,30.51,39.78
Starbucks,29608-254411,Universite Caddesi,Licensed,Tepebasi,26,TR,GMT+2:00 Asia/Istanbul,30.51,39.79
Starbucks,19989-200067,Starbucks,Licensed,Gaziantep,27,TR,GMT+2:00 Asia/Istanbul,37.32,37.05
Starbucks,20242-200066,Starbucks,Licensed,Gaziantep,27,TR,GMT+2:00 Asia/Istanbul,37.38,37.07
Starbucks,47651-259348,Sanko Park,Licensed,Gaziantep,27,TR,GMT+2:00 Asia/Istanbul,37.36,37.06
Starbucks,47379-258026,Park Forbes,Licensed,Hatay,31,TR,GMT+2:00 Asia/Istanbul,36.16,36.59
Starbucks,23910-234125,Starbucks,Licensed,Hatay,31,TR,GMT+2:00 Asia/Istanbul,36.16,36.21
Starbucks,24302-237089,Starbucks,Licensed,Hatay,31,TR,GMT+2:00 Asia/Istanbul,36.14,36.22
Starbucks,27599-248086,Centrum Garden,Licensed,Isparta,32,TR,GMT+2:00 Asia/Istanbul,30.57,37.78
Starbucks,26296-244254,Palm City,Licensed,Mersin,33,TR,GMT+2:00 Asia/Istanbul,34.58,36.81
Starbucks,3164-143230,Starbucks,Licensed,Mersin,33,TR,GMT+2:00 Asia/Istanbul,34.59,36.78
Starbucks,22290-219545,Starbucks,Licensed,Mersin (Icel),33,TR,GMT+2:00 Asia/Istanbul,35.08,36.98
Starbucks,15827-165244,Starbucks,Licensed,Mersin Icel,33,TR,GMT+000000 Etc/GMT+2,34.57,36.77
Starbucks,29607-254410,Suadiye Sahil,Licensed,Beyoglu,34,TR,GMT+2:00 Asia/Istanbul,29.08,40.96
Starbucks,26853-245869,Highway Outlet,Licensed,Bolu,34,TR,GMT+2:00 Asia/Istanbul,31.47,40.72
Starbucks,16713-174764,Starbucks,Licensed,Instanbul - Asya,34,TR,GMT+2:00 Asia/Istanbul,29.11,41.03
Starbucks,49973-272044,Aysekadin,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.09,40.97
Starbucks,20799-207125,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.05,41
Starbucks,42503-87520,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.08
Starbucks,31370-104066,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.04,41
Starbucks,21518-213244,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.98,41.07
Starbucks,48589-263946,Istiklal 18,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.98,41.04
Starbucks,31842-115270,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.04,41.01
Starbucks,2413-142684,Saskinbakkal,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.08,40.97
Starbucks,25407-240950,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.36,40.84
Starbucks,42519-213584,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.16,40.92
Starbucks,48551-263686,Palladium Reserve,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.1,40.99
Starbucks,32284-132204,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.07
Starbucks,42505-94049,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.8,40.97
Starbucks,26852-245868,Kemerkoy,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.09,41.14
Starbucks,17457-182124,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.03,41.05
Starbucks,27401-247537,Rings Avm,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.24,40.97
Starbucks,18016-187405,Garanti Zincirlikuyu,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.02,41.07
Starbucks,30933-99044,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.05,41.08
Starbucks,32687-122058,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.95,41.01
Starbucks,31371-105329,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.05,40.97
Starbucks,47366-256224,Modern East,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.12,41.04
Starbucks,31322-105331,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.98,41.03
Starbucks,30952-101377,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.82,40.98
Starbucks,29826-255550,Capitol Cinema,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.09,41.02
Starbucks,30872-101240,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.87,40.98
Starbucks,1353-138847,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.09
Starbucks,31432-107165,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.06,40.97
Starbucks,15092-157525,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.99,41.06
Starbucks,32125-127408,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.13,40.99
Starbucks,31522-107643,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.97,41.01
Starbucks,1940-141208,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.32,40.94
Starbucks,20853-208665,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.92,41.07
Starbucks,7100-150464,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.18,41.01
Starbucks,23313-228984,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.27,40.9
Starbucks,32127-107321,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.69,41.06
Starbucks,47810-259867,Suadiye No 471,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.08,40.96
Starbucks,3167-145128,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.07,41
Starbucks,32027-122054,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.99,41.03
Starbucks,30873-102073,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.88,41.01
Starbucks,42510-95167,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29,41.07
Starbucks,31242-105129,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.04
Starbucks,18597-192704,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.98,41.08
Starbucks,26904-246108,Turkcell Kucukyali,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.12,40.95
Starbucks,31950-119245,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.02,40.99
Starbucks,48996-266342,Yesilkoy Cadde,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.82,40.96
Starbucks,23912-234127,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29,41.07
Starbucks,15826-165247,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.89,40.99
Starbucks,49116-267121,ACIBADEM NO 190,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.05,41.01
Starbucks,19395-201884,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.1,41.09
Starbucks,22700-223745,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.78,41.03
Starbucks,18020-187406,Garanti Balmumcu,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.06
Starbucks,16069-168045,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.1,40.95
Starbucks,31005-187424,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.99,41.06
Starbucks,27269-247112,Acibadem Hospital Atasehir,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.14,40.99
Starbucks,29824-255546,Marmara University,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.05,40.98
Starbucks,30841-101708,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.89,41.18
Starbucks,24086-235585,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.24,41
Starbucks,42516-98194,Alkent,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.03,41.09
Starbucks,1333-140427,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.1,40.97
Starbucks,17419-181715,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.79,41.05
Starbucks,27725-248633,Ust Sariyer,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,38.69,37.44
Starbucks,49776-271249,Kanyon Mall Reserve,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.08
Starbucks,48262-262385,Serifali,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.14,41
Starbucks,1495-152925,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.85,40.98
Starbucks,47896-260345,Axis Bayrampasa,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.92,41.04
Starbucks,48656-264347,Atakoy Marina,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.87,40.97
Starbucks,3159-142328,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.99,41.04
Starbucks,28929-251910,Kurtkoy TEM,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.27,40.97
Starbucks,29827-255549,Akaretler,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29,41.04
Starbucks,30729-100731,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.99,41.06
Starbucks,15922-165245,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.67,41.06
Starbucks,48592-263945,MOI Debenhams,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.81,41.06
Starbucks,23050-226485,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.08
Starbucks,23121-228066,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.78,41.02
Starbucks,15266-159245,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.89,41
Starbucks,32369-235586,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.13,41.03
Starbucks,7085-150313,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.08,40.97
Starbucks,23996-234506,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.08
Starbucks,18668-194064,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.12,40.99
Starbucks,19611-199665,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.82,41.03
Starbucks,50073-272726,Beylikduzu Teras Park,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.64,41
Starbucks,42509-93783,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.1,40.98
Starbucks,31517-107816,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.09,40.98
Starbucks,32128-118704,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.87,40.98
Starbucks,49250-267808,KMO BASAKSEHIR DOGU,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.83,41.2
Starbucks,3166-145127,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.94,41.07
Starbucks,49005-266343,Carrefour Zekeriyakoy,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.03,41.22
Starbucks,1950-138064,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.66,41.01
Starbucks,32231-127964,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.81,41.03
Starbucks,22375-220524,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.11,41.02
Starbucks,29604-254405,Memorial Hospital Okmeydani,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.97,41.06
Starbucks,27600-248065,Ataturk Airport Mezzanine,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.86,40.98
Starbucks,26903-246107,SAW Domestic Air Side,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29,41.09
Starbucks,42521-98604,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.02,41.11
Starbucks,20266-204547,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.14,40.99
Starbucks,42504-230705,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.04,41.08
Starbucks,1931-141884,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.09,40.99
Starbucks,22956-226484,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.18,41.02
Starbucks,3160-142688,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.9,41.05
Starbucks,47499-258590,Altunizade Opet,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.04,41.02
Starbucks,31103-103481,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.08
Starbucks,19975-201889,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.81,41.06
Starbucks,31961-114884,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.03,41.11
Starbucks,28794-251126,Allianz Tower Istanbul,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.1,40.98
Starbucks,42520-97450,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.99,41.05
Starbucks,50078-272728,Beykent 53,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.63,41
Starbucks,31521-107344,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.97,41.01
Starbucks,32324-124664,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.06
Starbucks,42502-84521,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.03,41
Starbucks,42506-93791,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.04,41.02
Starbucks,48172-261864,Maltepe Ofispark,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.13,40.94
Starbucks,17976-187404,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.02,41.11
Starbucks,13170-154965,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.82,40.98
Starbucks,26980-246364,Tutom,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.3,40.85
Starbucks,24370-237534,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.11,41.03
Starbucks,31764-111644,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.02,41.09
Starbucks,17620-186185,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.8,40.97
Starbucks,27823-248832,Kosuyolu Park,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.04,41.01
Starbucks,19974-201888,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.81,41.06
Starbucks,47381-258025,Seba Center,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.04,41.13
Starbucks,22843-225185,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.04,41.01
Starbucks,26146-243746,Acibadem Hospital Bakirkoy,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.87,40.98
Starbucks,42513-95895,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.03,41.08
Starbucks,48175-261867,Beykent,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.63,41.01
Starbucks,17392-179105,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.03,41.11
Starbucks,16992-176486,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.13,41.03
Starbucks,31736-112827,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.99,41.05
Starbucks,31006-201892,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.82,40.98
Starbucks,20638-207124,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.13,40.98
Starbucks,47203-257207,Memorial Hospital Atasehir,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.11,40.99
Starbucks,31628-227144,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.07,40.96
Starbucks,15541-162572,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.11,41.11
Starbucks,31465-106826,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.83,40.99
Starbucks,1927-141585,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.99,41.04
Starbucks,15825-165246,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,28.69,41
Starbucks,15539-162571,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.13,40.87
Starbucks,16289-170226,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.01,41.08
Starbucks,29455-253888,Kurtkoy,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.31,40.93
Starbucks,17062-176489,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.18,40.91
Starbucks,31907-119244,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.12,40.93
Starbucks,22699-223744,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.02,41.13
Starbucks,31217-104656,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Europe/Istanbul,29.02,41.09
Starbucks,21516-213246,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.12,41.03
Starbucks,16871-176488,Starbucks,Licensed,Istanbul,34,TR,GMT+2:00 Asia/Istanbul,29.38,40.89
Starbucks,22060-217304,Starbucks,Licensed,Istanbul - Asya,34,TR,GMT+2:00 Asia/Istanbul,29.11,40.98
Starbucks,31357-105954,Starbucks,Licensed,Istanbul - Asya,34,TR,GMT+2:00 Asia/Istanbul,29.02,40.98
Starbucks,21175-210025,Starbucks,Licensed,Istanbul - Asya,34,TR,GMT+2:00 Asia/Istanbul,29.18,40.92
